orderID,candidate_address,is_comp,subject_address,bath_score_diff,full_baths_diff,half_baths_diff,room_count_diff,bedrooms_diff,effective_age_diff,subject_age_diff,lot_size_sf_diff,gla_diff,abs_bath_score_diff,abs_full_bath_diff,abs_half_bath_diff,abs_room_count_diff,abs_bedrooms_diff,abs_effective_age_diff,abs_subject_age_diff,abs_lot_size_sf_diff,abs_gla_diff,distance_to_subject_km,same_property_type,sold_recently,score,rank,subject_bath_score,subject_num_full_baths,subject_num_half_baths,subject_bedrooms,subject_gla,subject_lot_size_sf,subject_property_type,candidate_bath_score,candidate_num_full_baths,candidate_num_half_baths,candidate_bedrooms,candidate_gla,candidate_lot_size_sf,candidate_property_type,candidate_close_price,explanation
4755196,415 Hepatica Way,1.0,531 Des Genévriers Rue Orléans ON K4A0Z2,0.0,0.0,0.0,-2.0,0.0,0.0,2.0,-484.0,-395.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,484.0,395.0,0.43,1.0,1.0,0.5370858311653137,2.0,3.5,3,1,4.0,2956,3601.0,Detached,3.5,3,1,4,3351,4085.0,Detached,1085000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4755196,375 Hepatica Way ,1.0,531 Des Genévriers Rue Orléans ON K4A0Z2,,,,1.0,0.0,,,,706.0,,,,1.0,0.0,,,,706.0,,1.0,1.0,0.5307966470718384,4.0,3.5,3,1,4.0,2956,3601.0,Detached,0.0,0,0,4,2250,,Detached,,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4756192,Unit 407 - 1730 5A Street SW ,0.0,2306-530 3 St SE Calgary AB T2G 2L8,0.0,0.0,,0.0,0.0,-15.0,-15.0,,-299.0,0.0,0.0,,0.0,0.0,15.0,15.0,,299.0,,1.0,1.0,2.0858452320098877,1.0,2.0,2,0,2.0,1109,,High Rise Apartment,2.0,2,0,2,1408,,High Rise Apartment,,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4756192,Unit 2602 - 510 6 Avenue SE,1.0,2306-530 3 St SE Calgary AB T2G 2L8,0.0,0.0,,0.0,0.0,-8.0,-8.0,,71.0,0.0,0.0,,0.0,0.0,8.0,8.0,,71.0,0.21,1.0,1.0,1.940752387046814,2.0,2.0,2,0,2.0,1109,,High Rise Apartment,2.0,2,0,2,1038,,High Rise Apartment,607500.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4756192,Unit 407 - 38 9 Street NE ,0.0,2306-530 3 St SE Calgary AB T2G 2L8,0.0,0.0,,1.0,0.0,-9.0,-9.0,,184.0,0.0,0.0,,1.0,0.0,9.0,9.0,,184.0,,1.0,1.0,1.4581586122512817,3.0,2.0,2,0,2.0,1109,,High Rise Apartment,2.0,2,0,2,925,,High Rise Apartment,,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4756320,146 Allard Link SW,1.0,405 Allard Blvd SW Edmonton AB T6W3T3,0.0,0.0,0.0,0.0,0.0,-4.0,-1.0,-194.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,194.0,0.0,0.67,1.0,0.0,3.9966838359832764,1.0,2.5,2,1,3.0,1580,3552.0,Detached,2.5,2,1,3,1580,3746.0,Detached,468000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4756320,3018 Arthurs Cres SW,1.0,405 Allard Blvd SW Edmonton AB T6W3T3,0.0,0.0,0.0,0.0,0.0,-6.0,-3.0,829.0,155.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,829.0,155.0,0.51,1.0,0.0,3.8574843406677246,2.0,2.5,2,1,3.0,1580,3552.0,Detached,2.5,2,1,3,1425,2723.0,Detached,441500.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4756320,645 Allard Blvd SW,1.0,405 Allard Blvd SW Edmonton AB T6W3T3,0.0,0.0,0.0,0.0,0.0,-6.0,-3.0,-818.0,140.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,818.0,140.0,0.81,1.0,1.0,3.1870315074920654,3.0,2.5,2,1,3.0,1580,3552.0,Detached,2.5,2,1,3,1440,4370.0,Detached,478000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4756829,178 Joshua St,1.0,340 Axis Way Ottawa ON K1W 0J9,1.0,1.0,0.0,0.0,0.0,-1.0,3.0,-549.0,72.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,549.0,72.0,1.61,1.0,1.0,2.973247528076172,1.0,3.5,3,1,3.0,1587,1868.0,Townhouse,2.5,2,1,3,1515,2417.0,Townhouse,632000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4756829,283 Falsetto St,1.0,340 Axis Way Ottawa ON K1W 0J9,0.0,0.0,0.0,0.0,0.0,4.0,8.0,146.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,146.0,18.0,1.39,1.0,1.0,2.3594465255737305,2.0,3.5,3,1,3.0,1587,1868.0,Townhouse,3.5,3,1,3,1569,1722.0,Townhouse,635000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4756829,783 Percifor Way,1.0,340 Axis Way Ottawa ON K1W 0J9,1.0,1.0,0.0,-1.0,0.0,-9.0,-5.0,-73.0,-153.0,1.0,1.0,0.0,1.0,0.0,9.0,5.0,73.0,153.0,1.57,1.0,1.0,2.2056474685668945,3.0,3.5,3,1,3.0,1587,1868.0,Townhouse,2.5,2,1,3,1740,1941.0,Townhouse,612500.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4757939,3310 Centre St NE,1.0,824 9A ST NE Calgary AB T2E4L6,0.0,0.0,,0.0,0.0,-46.0,-2.0,743.0,22.0,0.0,0.0,,0.0,0.0,46.0,2.0,743.0,22.0,3.01,1.0,0.0,3.8740968704223633,1.0,2.0,2,0,2.0,969,6738.0,Detached,2.0,2,0,2,947,5995.0,Detached,650000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4757939,924 15 Ave NE,1.0,824 9A ST NE Calgary AB T2E4L6,0.0,0.0,,0.0,-1.0,-42.0,2.0,743.0,-97.0,0.0,0.0,,0.0,1.0,42.0,2.0,743.0,97.0,0.77,1.0,1.0,2.96919584274292,2.0,2.0,2,0,2.0,969,6738.0,Detached,2.0,2,0,3,1066,5995.0,Detached,760000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4757939,632 12 Ave NE,1.0,824 9A ST NE Calgary AB T2E4L6,1.0,1.0,,1.0,1.0,-51.0,-7.0,743.0,345.0,1.0,1.0,,1.0,1.0,51.0,7.0,743.0,345.0,0.88,1.0,0.0,2.6770455837249756,3.0,2.0,2,0,2.0,969,6738.0,Detached,1.0,1,0,1,624,5995.0,Detached,773000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4757966,206-88 Arbour Lake Rd NW,1.0,218 88 ARBOUR LAKE RD NW Calgary AB T3G0C2,0.0,0.0,,-1.0,0.0,-2.0,0.0,,-21.0,0.0,0.0,,1.0,0.0,2.0,0.0,,21.0,0.0,1.0,1.0,1.7791920900344849,1.0,2.0,2,0,2.0,1039,,Low Rise Apartment,2.0,2,0,2,1060,,Low Rise Apartment,384000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4757966,215-88 Arbour Lake Rd NW,1.0,218 88 ARBOUR LAKE RD NW Calgary AB T3G0C2,0.0,0.0,,-1.0,0.0,-2.0,0.0,,89.0,0.0,0.0,,1.0,0.0,2.0,0.0,,89.0,0.0,1.0,1.0,1.0532406568527222,2.0,2.0,2,0,2.0,1039,,Low Rise Apartment,2.0,2,0,2,950,,Low Rise Apartment,328500.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4757966,2207-950 Arbour Lake Rd NW,1.0,218 88 ARBOUR LAKE RD NW Calgary AB T3G0C2,0.0,0.0,,-2.0,0.0,-7.0,-5.0,,-91.0,0.0,0.0,,2.0,0.0,7.0,5.0,,91.0,0.61,1.0,1.0,0.6249002814292908,3.0,2.0,2,0,2.0,1039,,Low Rise Apartment,2.0,2,0,2,1130,,Low Rise Apartment,378900.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758025,4 Rockcliff Pt NW,1.0,2 Rockcliff Hts NW Calgary AB T3G0C7,0.0,0.0,0.0,1.0,1.0,-8.0,-6.0,904.0,-259.0,0.0,0.0,0.0,1.0,1.0,8.0,6.0,904.0,259.0,0.06,1.0,0.0,3.6468560695648193,1.0,3.5,3,1,4.0,2809,8191.0,Detached,3.5,3,1,3,3068,7287.0,Detached,1249000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758025,61 Rockford Rd NW,1.0,2 Rockcliff Hts NW Calgary AB T3G0C7,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,2680.0,226.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2680.0,226.0,0.24,1.0,1.0,1.8098970651626587,2.0,3.5,3,1,4.0,2809,8191.0,Detached,3.5,3,1,3,2583,5511.0,Detached,1235000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758025,1 Rock Lake Pt NW,1.0,2 Rockcliff Hts NW Calgary AB T3G0C7,0.5,0.0,,0.0,0.0,8.0,10.0,2314.0,333.0,0.5,0.0,,0.0,0.0,8.0,10.0,2314.0,333.0,0.43,1.0,1.0,1.3164939880371094,3.0,3.5,3,1,4.0,2809,8191.0,Detached,3.0,3,0,4,2476,5877.0,Detached,1175000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758316,105-22 Auburn Bay Link SE,1.0,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",0.0,0.0,,-1.0,0.0,-2.0,-2.0,,-86.0,0.0,0.0,,1.0,0.0,2.0,2.0,,86.0,1.18,1.0,1.0,1.6051833629608154,1.0,2.0,2,0,2.0,789,,Condominium,2.0,2,0,2,875,,Condominium,344000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758316,411-25 Auburn Meadows Ave SE,1.0,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",0.0,0.0,,-2.0,0.0,-2.0,-2.0,,-92.0,0.0,0.0,,2.0,0.0,2.0,2.0,,92.0,0.424,1.0,1.0,0.9897787570953369,2.0,2.0,2,0,2.0,789,,Condominium,2.0,2,0,2,881,,Condominium,390000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758316,216-100 Auburn Meadows Manor SE,1.0,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",0.0,0.0,,0.0,0.0,3.0,3.0,,-145.0,0.0,0.0,,0.0,0.0,3.0,3.0,,145.0,0.17,1.0,1.0,0.3364241123199463,3.0,2.0,2,0,2.0,789,,Condominium,2.0,2,0,2,934,,Condominium,378000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758324,99 Irwin Hubley Road,0.0,3 Bayview Lane Queensland NS B0J1T0,0.0,0.0,,0.0,1.0,,,-8757.0,-253.0,0.0,0.0,,0.0,1.0,,,8757.0,253.0,,1.0,1.0,1.1813573837280273,1.0,2.0,2,0,3.0,1094,12600.0,Detached,2.0,2,0,2,1347,21357.0,Detached,,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758324,209 Clayton Drive,0.0,3 Bayview Lane Queensland NS B0J1T0,0.0,0.0,,-1.0,0.0,-13.0,-4.0,-24935.0,-163.0,0.0,0.0,,1.0,0.0,13.0,4.0,24935.0,163.0,,1.0,1.0,1.1394561529159546,2.0,2.0,2,0,3.0,1094,12600.0,Detached,2.0,2,0,3,1257,37535.0,Detached,,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758324,45 Sunset Drive,0.0,3 Bayview Lane Queensland NS B0J1T0,1.0,,,0.0,2.0,,,-10044.0,-416.0,1.0,,,0.0,2.0,,,10044.0,416.0,,1.0,1.0,0.907412588596344,3.0,2.0,2,0,3.0,1094,12600.0,Detached,1.0,0,2,1,1510,22644.0,Detached,,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758529,904-71 Simcoe St,1.0,915 140 SIMCOE ST Toronto ON M5H4E9,0.0,0.0,,1.0,-1.0,-21.0,-15.0,,-164.0,0.0,0.0,,1.0,1.0,21.0,15.0,,164.0,0.34,1.0,1.0,2.207608222961426,1.0,2.0,2,0,2.0,1176,,High Rise Apartment,2.0,2,0,3,1340,,High Rise Apartment,970000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758529,2805-361 Front St W,1.0,915 140 SIMCOE ST Toronto ON M5H4E9,0.0,0.0,,0.0,-1.0,-8.0,-2.0,,133.0,0.0,0.0,,0.0,1.0,8.0,2.0,,133.0,0.77,1.0,1.0,2.111415147781372,2.0,2.0,2,0,2.0,1176,,High Rise Apartment,2.0,2,0,3,1043,,High Rise Apartment,920000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758529,3103-126 Simcoe St,1.0,915 140 SIMCOE ST Toronto ON M5H4E9,0.0,0.0,,1.0,0.0,3.0,9.0,,323.0,0.0,0.0,,1.0,0.0,3.0,9.0,,323.0,0.05,1.0,1.0,0.2518795430660248,3.0,2.0,2,0,2.0,1176,,High Rise Apartment,2.0,2,0,2,853,,High Rise Apartment,785000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758615,57 Morenz Terr,1.0,"82 Morenz Terrace Ottawa, Ontario K2K 3H2",0.0,0.0,,-2.0,-1.0,-11.0,1.0,-761.0,-136.0,0.0,0.0,,2.0,1.0,11.0,1.0,761.0,136.0,0.05,1.0,0.0,2.594932794570923,1.0,3.0,3,0,1.0,1334,3253.0,Townhouse,3.0,3,0,2,1470,4014.0,Townhouse,900000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758615,90 Kinmount Pvt,1.0,"82 Morenz Terrace Ottawa, Ontario K2K 3H2",1.0,1.0,,-4.0,-1.0,-13.0,-1.0,-1232.0,-131.0,1.0,1.0,,4.0,1.0,13.0,1.0,1232.0,131.0,2.2,1.0,1.0,1.717267394065857,2.0,3.0,3,0,1.0,1334,3253.0,Townhouse,2.0,2,0,2,1465,4485.0,Townhouse,740000.0,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
4758615,111 Blackdome Crescent ,0.0,"82 Morenz Terrace Ottawa, Ontario K2K 3H2",,,,0.0,-2.0,,,,34.0,,,,0.0,2.0,,,,34.0,,1.0,1.0,0.2348744124174118,3.0,3.0,3,0,1.0,1334,3253.0,Townhouse,0.0,0,0,3,1300,,Townhouse,,"[Error getting GPT explanation: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
